Gene,Env
IFITM5,tobacco
IFNA2,tobacco
IFNL3,tobacco
IFNL4,tobacco
IGF1,tobacco
IGF1R,tobacco
IGF2BP1,tobacco
IGF2BP2,tobacco
IK,tobacco
IKBKAP,tobacco
IKBKB,tobacco
IKZF1,tobacco
IKZF3,tobacco
IL10,tobacco
IL12A,tobacco
IL12A-AS1,tobacco
IL12B,tobacco
IL12RB2,tobacco
IL13,tobacco
IL15,tobacco
IL15RA,tobacco
IL16,tobacco
IL17A,tobacco
IL18,tobacco
IL18R1,tobacco
IL18RAP,tobacco
IL19,tobacco
IL1B,tobacco
IL1F10,tobacco
IL1RAPL1,tobacco
IL1RL1,tobacco
IL1RN,tobacco
IL2,tobacco
IL20,tobacco
IL21,tobacco
IL23R,tobacco
IL27,tobacco
IL2RA,tobacco
IL2RB,tobacco
IL31,tobacco
IL4,tobacco
IL6,tobacco
IL6R,tobacco
IL6ST,tobacco
ILDR1,tobacco
IMMP2L,tobacco
IMPA1,tobacco
IMPDH1,tobacco
IMPDH2,tobacco
INF2,tobacco
INPPL1,tobacco
INSL6,tobacco
INSR,tobacco
INVS,tobacco
IRAK1,tobacco
IRAK3,tobacco
IRF1,tobacco
IRF2,tobacco
IRF5,tobacco
IRF7,tobacco
IRF8,tobacco
IRS1,tobacco
IRS2,tobacco
ISG15,tobacco
ITGA2B,tobacco
ITGA9,tobacco
ITGAL,tobacco
ITGAV,tobacco
ITGB3,tobacco
ITIH3,tobacco
ITPA,tobacco
ITPKC,tobacco
ITPR2,tobacco
ITPR3,tobacco
IVD,tobacco
JAK1,tobacco
JAK2,tobacco
JAK3,tobacco
JARID2,tobacco
JUP,tobacco
KALP,tobacco
KARS,tobacco
KAT6B,tobacco
KATP,tobacco
KCNA2,tobacco
KCNA3,tobacco
KCNA5,tobacco
KCNB1,tobacco
KCNC1,tobacco
KCND3,tobacco
KCNE1,tobacco
KCNE3,tobacco
KCNH1,tobacco
KCNH2,tobacco
KCNJ1,tobacco
KCNJ10,tobacco
KCNJ11,tobacco
KCNJ16,tobacco
KCNJ2,tobacco
KCNJ5,tobacco
KCNK2,tobacco
KCNMA1,tobacco
KCNN4,tobacco
KCNQ1,tobacco
KCNQ1-AS1,tobacco
KCNQ2,tobacco
KCNQ4,tobacco
KCNT1,tobacco
KCNU1,tobacco
KCNV2,tobacco
KCTD7,tobacco
KDM5B,tobacco
KDM5D,tobacco
KDR,tobacco
KEL,tobacco
KIAA0319,tobacco
KIAA1468,tobacco
KIF1A,tobacco
KIF1B,tobacco
KIF22,tobacco
KIF5A,tobacco
KIF6,tobacco
KIRREL3,tobacco
KIT,tobacco
KITLG,tobacco
KL,tobacco
KLC1,tobacco
KLF6,tobacco
KLK11,tobacco
KLK3,tobacco
KLKB1,tobacco
KNG1,tobacco
KPNA4,tobacco
KRAS,tobacco
KRIT1,tobacco
KRT1,tobacco
KRT13,tobacco
KRT14,tobacco
KRT5,tobacco
KSNQ2,tobacco
KSR2,tobacco
KTN1,tobacco
LACC1,tobacco
LAMA2,tobacco
LAMA3,tobacco
LAMB1,tobacco
LAMB2,tobacco
LAMB3,tobacco
LAMB4,tobacco
LAMC1,tobacco
LAMC2,tobacco
LARS2,tobacco
LASP1,tobacco
LBP,tobacco
LCE1D,tobacco
LCT,tobacco
LDB3,tobacco
LDLR,tobacco
LDLRAP1,tobacco
LEP,tobacco
LEPR,tobacco
LHCGR,tobacco
LHFP,tobacco
LHFPL5,tobacco
LIG4,tobacco
LINC-PINT,tobacco
LIPC,tobacco
LIPT1,tobacco
LLGL2,tobacco
LMBRD1,tobacco
LMNA,tobacco
LMNB2,tobacco
LOC100289168,tobacco
LOC100289233,tobacco
LOC100289398,tobacco
LOC100289553,tobacco
LOC100533723,tobacco
LOC100652931,tobacco
LOC101929679,tobacco
LOC105376512,tobacco
LOC105377223,tobacco
LOC105377329,tobacco
LOC107987344,tobacco
LOC388210,tobacco
LOC729065,tobacco
LOXHD1,tobacco
LOXL1,tobacco
LPA,tobacco
LPHN3,tobacco
LPL,tobacco
LPP,tobacco
LRP1,tobacco
LRP4,tobacco
LRP5,tobacco
LRPPRC,tobacco
LRRC43,tobacco
LRRK2,tobacco
LRTOMT,tobacco
LSAMP,tobacco
LSP1,tobacco
LTA,tobacco
LTBP2,tobacco
LUM,tobacco
LYZL2,tobacco
LZTFL1,tobacco
LZTS1,tobacco
MACC1,tobacco
MACROD2,tobacco
MAD1L1,tobacco
MADCAM1,tobacco
MAGEL2,tobacco
MAGI2,tobacco
MAGT1,tobacco
MAK,tobacco
MAOA,tobacco
MAOB,tobacco
MAP2K1,tobacco
MAP2K2,tobacco
MAP2K5,tobacco
MAP3K1,tobacco
MAPK1,tobacco
MAPK10,tobacco
MAPT,tobacco
MARVELD2,tobacco
MAT1A,tobacco
MAX,tobacco
MBL2,tobacco
MC1R,tobacco
MC2R,tobacco
MC3R,tobacco
MC4R,tobacco
MCM6,tobacco
MCM8,tobacco
MCOLN1,tobacco
MCT8,tobacco
MDGA1,tobacco
MDGA2,tobacco
MDM2,tobacco
MDM4,tobacco
MECP2,tobacco
MECR,tobacco
MEF2C,tobacco
MEFV,tobacco
MEIS1,tobacco
MEN1,tobacco
MET,tobacco
METTL23,tobacco
MFN2,tobacco
MFSD8,tobacco
MGLL,tobacco
MGMT,tobacco
MGST1,tobacco
MIB1,tobacco
MICA,tobacco
MIR1185-2,tobacco
MIR4761,tobacco
MIR662,tobacco
MIR6766,tobacco
MIR96,tobacco
MITF,tobacco
MKLN1,tobacco
MLH1,tobacco
MLH3,tobacco
MLLT10,tobacco
MMAA,tobacco
MMAB,tobacco
MMACHC,tobacco
MMADHC,tobacco
MME,tobacco
MMEL1,tobacco
MMP1,tobacco
MMP11,tobacco
MMP12,tobacco
MMP13,tobacco
MMP2,tobacco
MMP3,tobacco
MMP7,tobacco
MMP9,tobacco
MOCS1,tobacco
MOCS2,tobacco
MPL,tobacco
MPO,tobacco
MPP2,tobacco
MPZ,tobacco
MRAP2,tobacco
MRE11A,tobacco
MRPL3,tobacco
MRS2,tobacco
MSANTD1,tobacco
MSH2,tobacco
MSH3,tobacco
MSH5,tobacco
MSH6,tobacco
MSLN,tobacco
MSMB,tobacco
MSRB3,tobacco
MSTN,tobacco
MT-ATP6,tobacco
MT-ATP8,tobacco
MT-CO1,tobacco
MT-CO2,tobacco
MT-CO3,tobacco
MT-CYB,tobacco
MT-ND1,tobacco
MT-ND2,tobacco
MT-ND3,tobacco
MT-ND4,tobacco
MT-ND4L,tobacco
MT-ND5,tobacco
MT-ND6,tobacco
MT-RNR1,tobacco
MT-RNR2,tobacco
MT-TA,tobacco
MT-TC,tobacco
MT-TD,tobacco
MT-TE,tobacco
MT-TF,tobacco
MT-TG,tobacco
MT-TH,tobacco
MT-TI,tobacco
MT-TK,tobacco
MT-TL1,tobacco
MT-TL2,tobacco
MT-TM,tobacco
MT-TN,tobacco
MT-TP,tobacco
MT-TQ,tobacco
MT-TR,tobacco
MT-TS1,tobacco
MT-TS2,tobacco
MT-TT,tobacco
MT-TV,tobacco
MT-TW,tobacco
MT-TY,tobacco
MTHFD1,tobacco
MTHFD1L,tobacco
MTHFR,tobacco
MTHFS,tobacco
MTHFSD,tobacco
MTMR2,tobacco
MTNR1A,tobacco
MTNR1B,tobacco
MTOR,tobacco
MTR,tobacco
MTRR,tobacco
MTTP,tobacco
MUC1,tobacco
MUC5AC,tobacco
MUC5B,tobacco
MUT,tobacco
MUTYH,tobacco
MVK,tobacco
MXRA5P1,tobacco
MYBPC3,tobacco
MYC,tobacco
MYCBP2,tobacco
MYH11,tobacco
MYH14,tobacco
MYH15,tobacco
MYH6,tobacco
MYH7,tobacco
MYH9,tobacco
MYL2,tobacco
MYL3,tobacco
MYLK,tobacco
MYLK2,tobacco
MYO15A,tobacco
MYO18B,tobacco
MYO1A,tobacco
MYO1E,tobacco
MYO3A,tobacco
MYO6,tobacco
MYO7A,tobacco
MYOC,tobacco
MYOT,tobacco
NAA10,tobacco
NADSYN1,tobacco
NAGPA,tobacco
NALCN,tobacco
NAT1,tobacco
NAT2,tobacco
NAT8,tobacco
NBEAL2,tobacco
NBN,tobacco
NBPF3,tobacco
NCAM1,tobacco
NCAN,tobacco
NCF4,tobacco
NDP,tobacco
NDRG1,tobacco
NDST1,tobacco
NDST2,tobacco
NDST3,tobacco
NDST4,tobacco
NDUFS3,tobacco
NECAP1,tobacco
NEFL,tobacco
NEIL2,tobacco
NEU1,tobacco
NF1,tobacco
NF2,tobacco
NFE2L2,tobacco
NFIA,tobacco
NFKB1,tobacco
NFKBIA,tobacco
NFKBIL1,tobacco
NGF,tobacco
NGLY1,tobacco
NINJ2,tobacco
NIPBL,tobacco
NLGN4Y,tobacco
NLRP1,tobacco
NLRP12,tobacco
NLRP3,tobacco
NOD2,tobacco
NOS1,tobacco
NOS1AP,tobacco
NOS2,tobacco
NOS3,tobacco
NOTCH1,tobacco
NOX4,tobacco
NPAS2,tobacco
NPC1,tobacco
NPC1L1,tobacco
NPHS1,tobacco
NPHS2,tobacco
NPPA,tobacco
NPPB,tobacco
NPR3,tobacco
NPTN,tobacco
NPY,tobacco
NQO1,tobacco
NR0B1,tobacco
NR1H3,tobacco
NR1I2,tobacco
NR1I3,tobacco
NR2F2,tobacco
NR3C1,tobacco
NR3C2,tobacco
NR4A2,tobacco
NR4A3,tobacco
NR5A1,tobacco
NRG1,tobacco
NRP1,tobacco
NRXN1,tobacco
NRXN3,tobacco
NSD1,tobacco
NSMCE3,tobacco
NT5DC3,tobacco
NTF3,tobacco
NTF4,tobacco
NTRK1,tobacco
NTRK2,tobacco
NUDT1,tobacco
NUDT15,tobacco
NUDT9,tobacco
NUP153,tobacco
NUTF2,tobacco
OAS1,tobacco
OBFC1,tobacco
OBSCN,tobacco
OCA2,tobacco
OFD1P6Y,tobacco
OGDHL,tobacco
OGG1,tobacco
OPMR1,tobacco
OPN1LW,tobacco
OPN1MW,tobacco
OPN1SW,tobacco
OPRD1,tobacco
OPRM1,tobacco
OPTN,tobacco
OR10A2,tobacco
OR6A2,tobacco
OR7D4,tobacco
OR7E24,tobacco
OR7G3,tobacco
ORM1,tobacco
ORM2,tobacco
ORMDL3,tobacco
OSGIN1,tobacco
OTC,tobacco
OTOA,tobacco
OTOF,tobacco
OTOGL,tobacco
OXT,tobacco
OXTR,tobacco
P2RX2,tobacco
P2RX4,tobacco
P2RY11,tobacco
P2RY5,tobacco
PABPN1,tobacco
PADI3,tobacco
PADI4,tobacco
PADI6,tobacco
PAH,tobacco
PALB2,tobacco
PALLD,tobacco
PANK2,tobacco
PARK2,tobacco
PARK7,tobacco
PAX2,tobacco
PAX3,tobacco
PAX5,tobacco
PAX9,tobacco
PCBD1,tobacco
PCDH11X,tobacco
PCDH11Y,tobacco
PCDH15,tobacco
PCDH19,tobacco
PCDH7,tobacco
PCSK1,tobacco
PCSK6,tobacco
PCSK9,tobacco
PCYT1A,tobacco
PDCD10,tobacco
PDE4A,tobacco
PDE4B,tobacco
PDE4C,tobacco
PDE4D,tobacco
PDE9A,tobacco
PDHA1,tobacco
PDHX,tobacco
PDX1,tobacco
PDZD7,tobacco
PEMT,tobacco
PER1,tobacco
PER2,tobacco
PET100,tobacco
PEX1,tobacco
PEX10,tobacco
PEX7,tobacco
PFKP,tobacco
PGAM2,tobacco
PGBD1,tobacco
PGM1,tobacco
PGR,tobacco
PGRMC1,tobacco
PHEX,tobacco
PHGDH,tobacco
PHIP,tobacco
PHKB,tobacco
PHKG2,tobacco
PIEZO1,tobacco
PIEZO2,tobacco
PIGA,tobacco
PIGN,tobacco
PIK3R1,tobacco
PINK1,tobacco
PITX1,tobacco
PITX2,tobacco
PKD1,tobacco
PKD1L3,tobacco
PKD2,tobacco
PKHD1,tobacco
PKIA,tobacco
PKNOX2,tobacco
PKP2,tobacco
PLA2G6,tobacco
PLB1,tobacco
PLCB1,tobacco
PLCE1,tobacco
PLD3,tobacco
PLIN1,tobacco
PLIN4,tobacco
PLN,tobacco
PLOD1,tobacco
PLTP,tobacco
PLXNA4,tobacco
PLXNB3,tobacco
PLXND1,tobacco
PMEL,tobacco
PMF1,tobacco
PMM2,tobacco
PMP22,tobacco
PMS1,tobacco
PMS2,tobacco
PNISR,tobacco
PNKP,tobacco
PNMT,tobacco
PNPLA3,tobacco
PNPO,tobacco
PNPT1,tobacco
PODXL,tobacco
POLD1,tobacco
POLE,tobacco
POLG,tobacco
POLR1C,tobacco
POLR1D,tobacco
POLR3B,tobacco
POMC,tobacco
POMT1,tobacco
PON1,tobacco
PON2,tobacco
PON3,tobacco
POP1,tobacco
POR,tobacco
POT1,tobacco
POU3F2,tobacco
POU3F4,tobacco
POU4F3,tobacco
PPAR,tobacco
PPARA,tobacco
PPARG,tobacco
PPARGC1A,tobacco
PPARGC1B,tobacco
PPFIBP2,tobacco
PPP1CB,tobacco
PPP2R5D,tobacco
PPT1,tobacco
PRCP,tobacco
PRDM14,tobacco
PRDM16,tobacco
PRDM9,tobacco
PRF1,tobacco
PRICKLE1,tobacco
PRICKLE2,tobacco
PRKAG2,tobacco
PRKCA,tobacco
PRKCG,tobacco
PRKCH,tobacco
PRKCQ,tobacco
PRKG1,tobacco
PRKX,tobacco
PRKY,tobacco
PRM1,tobacco
PRMT7,tobacco
PRNP,tobacco
PROC,tobacco
PRODH,tobacco
PROM1,tobacco
PROS1,tobacco
PRPS1,tobacco
PRRC2A,tobacco
PRRC2CP1,tobacco
PRRT2,tobacco
PRSS1,tobacco
PRTFDC1,tobacco
PSEN1,tobacco
PSEN2,tobacco
PSG2,tobacco
PTEN,tobacco
PTGER2,tobacco
PTGIS,tobacco
PTGS1,tobacco
PTGS2,tobacco
PTPN11,tobacco
PTPN18,tobacco
PTPN2,tobacco
PTPN22,tobacco
PTPRC,tobacco
PTPRD,tobacco
PTPRO,tobacco
PTPRQ,tobacco
PTPRR,tobacco
PTPRT,tobacco
PTS,tobacco
PVRL2,tobacco
PXK,tobacco
PYGM,tobacco
QDPR,tobacco
QRICH2,tobacco
RAB11FIP2,tobacco
RAB27A,tobacco
RAB32,tobacco
RAB6B,tobacco
RAD50,tobacco
RAD51C,tobacco
RAD51D,tobacco
RAD51L1,tobacco
RAD52,tobacco
RAF1,tobacco
RANBP1,tobacco
RAP1A,tobacco
RAPSN,tobacco
RARG,tobacco
RARRES2,tobacco
RASGRP1,tobacco
RASSF1,tobacco
RB1,tobacco
RBFOX1,tobacco
RBPJ,tobacco
RCAN1,tobacco
RDH12,tobacco
RDX,tobacco
REL,tobacco
RELN,tobacco
RET,tobacco
RFTN1P1,tobacco
RFWD3,tobacco
RGS1,tobacco
RGS2,tobacco
RGS4,tobacco
RGS6,tobacco
RGS7,tobacco
RGS9,tobacco
RHCE,tobacco
RHD,tobacco
RHO,tobacco
RHOD,tobacco
RIMS1,tobacco
RIPK1,tobacco
RIPK2,tobacco
RLN3,tobacco
RMRP,tobacco
RN18S2P,tobacco
RNASEH2CP1,tobacco
RNASEL,tobacco
RNLS,tobacco
RORA,tobacco
RPE65,tobacco
RPL21,tobacco
RPS4Y1,tobacco
RPS4Y2,tobacco
RPS6KA4,tobacco
RRM2B,tobacco
RTEL1,tobacco
RUNDC3B,tobacco
RUNX1,tobacco
RWDD3,tobacco
RXRG,tobacco
RYR1,tobacco
RYR2,tobacco
RYR3,tobacco
SACS,tobacco
SAMM50,tobacco
SARDH,tobacco
SART1,tobacco
SBF2,tobacco
SCARB1,tobacco
SCG3,tobacco
SCN10A,tobacco
SCN11A,tobacco
SCN1A,tobacco
SCN1B,tobacco
SCN2A,tobacco
SCN2B,tobacco
SCN3A,tobacco
SCN3B,tobacco
SCN4A,tobacco
SCN4B,tobacco
SCN5A,tobacco
SCN7A,tobacco
SCN8A,tobacco
SCN9A,tobacco
SCO2,tobacco
SCYL1BP1,tobacco
SDC2,tobacco
SDHAF2,tobacco
SDHB,tobacco
SDHC,tobacco
SDHD,tobacco
SEC11B,tobacco
SEC61B,tobacco
SELE,tobacco
SELL,tobacco
SEMA3E,tobacco
SEPSECS,tobacco
SERBP1P2,tobacco
SERPINA1,tobacco
SERPINA3,tobacco
SERPINC1,tobacco
SERPINE1,tobacco
SERPINF1,tobacco
SERPING1,tobacco
SETD1A,tobacco
SEZ6,tobacco
SEZ6L,tobacco
SF3B1,tobacco
SFR1,tobacco
SGCA,tobacco
SGCB,tobacco
SGCZ,tobacco
SGLT1,tobacco
SGSH,tobacco
SH2B3,tobacco
SH2D1A,tobacco
SH2D2A,tobacco
SH3TC2,tobacco
SHANK2,tobacco
SHANK3,tobacco
SHBG,tobacco
SHFM1,tobacco
SHISA6,tobacco
SHMT1,tobacco
SHMT2,tobacco
SHOX,tobacco
SHROOM2P1,tobacco
SHROOM3,tobacco
SI,tobacco
SIGLEC5,tobacco
SIGMAR1,tobacco
SIK1,tobacco
SIPA1,tobacco
SIRT1,tobacco
SIX1,tobacco
SIX5,tobacco
SKOR1,tobacco
SLC12A3,tobacco
SLC12A5,tobacco
SLC12A6,tobacco
SLC13A5,tobacco
SLC14A1,tobacco
SLC15A2,tobacco
SLC16A11,tobacco
SLC17A5,tobacco
SLC17A8,tobacco
SLC18A1,tobacco
SLC18A2,tobacco
SLC19A1,tobacco
SLC1A2,tobacco
SLC22A1,tobacco
SLC22A3,tobacco
SLC22A4,tobacco
SLC22A5,tobacco
SLC24A4,tobacco
SLC24A5,tobacco
SLC25A12,tobacco
SLC25A13,tobacco
SLC25A22,tobacco
SLC25A4,tobacco
SLC26A2,tobacco
SLC26A4,tobacco
SLC26A5,tobacco
SLC28A3,tobacco
SLC2A1,tobacco
SLC2A9,tobacco
SLC30A8,tobacco
SLC34A3,tobacco
SLC35A2,tobacco
SLC37A4,tobacco
SLC38A1,tobacco
SLC39A2,tobacco
SLC39A4,tobacco
SLC3A1,tobacco
SLC45A2,tobacco
SLC4A1,tobacco
SLC4A11,tobacco
SLC4A5,tobacco
SLC5A2,tobacco
SLC5A5,tobacco
SLC6A1,tobacco
SLC6A18,tobacco
SLC6A2,tobacco
SLC6A3,tobacco
SLC6A4,tobacco
SLC6A6,tobacco
SLC6A8,tobacco
SLC7A5,tobacco
SLC7A6,tobacco
SLC8A1,tobacco
SLC9A9,tobacco
SLCO1B1,tobacco
SLCO1B3,tobacco
SLCO2A1,tobacco
SLITRK1,tobacco
SLPI,tobacco
SMAD1,tobacco
SMAD2,tobacco
SMAD3,tobacco
SMAD4,tobacco
SMAD5,tobacco
SMAD6,tobacco
SMAD7,tobacco
SMAD9,tobacco
SMARCAD1,tobacco
SMARCB1,tobacco
SMCHD1,tobacco
SMN1,tobacco
SMN2,tobacco
SMOC2,tobacco
SMOX,tobacco
SMPD1,tobacco
SMPX,tobacco
SNAI2,tobacco
SNAP25,tobacco
SNCA,tobacco
SNED1,tobacco
SNX10,tobacco
SNX19,tobacco
SNX9,tobacco
SOAT1,tobacco
SOCS1,tobacco
SOCS2,tobacco
SOCS3,tobacco
SOCS4,tobacco
SOCS5,tobacco
SOCS6,tobacco
SOCS7,tobacco
SOD1,tobacco
SOD2,tobacco
SOD3,tobacco
SORCS2,tobacco
SORL1,tobacco
SORT1,tobacco
SOS1,tobacco
SOST,tobacco
SOX10,tobacco
SOX3,tobacco
SOX5,tobacco
SPAST,tobacco
SPEF2,tobacco
SPI1,tobacco
SPIB,tobacco
SPINK5,tobacco
SPR,tobacco
SPRED2,tobacco
SPSB4,tobacco
SPTA1,tobacco
SPTAN1,tobacco
SPTLC1,tobacco
SRD5A2,tobacco
SREBF1,tobacco
SRGAP2,tobacco
SRGAP2C,tobacco
SRRM2,tobacco
SRSF5,tobacco
SRSF6,tobacco
SRY,tobacco
SSAT,tobacco
SSTR4,tobacco
SSUH2,tobacco
ST3GAL3,tobacco
ST3GAL4,tobacco
STAG3,tobacco
STAR,tobacco
STAT3,tobacco
STAT4,tobacco
STAT5A,tobacco
STAT5B,tobacco
STK11,tobacco
STOX1,tobacco
STRC,tobacco
STSP1,tobacco
STX4,tobacco
STXBP1,tobacco
SULT1A1,tobacco
SULT2A1,tobacco
SUMF1,tobacco
SUOX,tobacco
SUPT3H,tobacco
SURF1,tobacco
SV2A,tobacco
SYNGAP1,tobacco
SYPL2,tobacco
SYT14,tobacco
SYT4,tobacco
SZT2,tobacco
TAB2,tobacco
TACO1,tobacco
TAF1,tobacco
TAGAP,tobacco
TANC1,tobacco
TAP2,tobacco
TARBP1,tobacco
TARDBP,tobacco
TAS1R,tobacco
TAS1R3,tobacco
TAS2R38,tobacco
TAZ,tobacco
TBC1D2,tobacco
TBC1D24,tobacco
TBC1D4,tobacco
TBCE,tobacco
TBL1Y,tobacco
TBX15,tobacco
TBX21,tobacco
TBX22,tobacco
TBX5,tobacco
TBXAS1,tobacco
TCF7L2,tobacco
TCHH,tobacco
TCN1,tobacco
TCN2,tobacco
TCOF1,tobacco
TCTN2,tobacco
TDP2,tobacco
TECR,tobacco
TECTA,tobacco
TEK,tobacco
TENM2,tobacco
TENM4,tobacco
TERC,tobacco
TERT,tobacco
TESC,tobacco
TET2,tobacco
TF,tobacco
TFAM,tobacco
TFR2,tobacco
TG,tobacco
TGFB1,tobacco
TGFB2,tobacco
TGFB3,tobacco
TGFBI,tobacco
TGFBR1,tobacco
TGFBR2,tobacco
TGFBRAP1,tobacco
TGIF2LY,tobacco
TH,tobacco
Thrb,tobacco
THSD1,tobacco
THSD7B,tobacco
TIMELESS,tobacco
TIMP2,tobacco
TIPARP,tobacco
TJP2,tobacco
TK2,tobacco
TLE3,tobacco
TLE6,tobacco
TLN2,tobacco
TLR1,tobacco
TLR2,tobacco
TLR3,tobacco
TLR4,tobacco
TLR6,tobacco
TMC1,tobacco
TMEM230,tobacco
TMEM43,tobacco
TMIE,tobacco
TMPRSS3,tobacco
TMPRSS6,tobacco
TNC,tobacco
TNF,tobacco
TNFAIP3,tobacco
TNFRSF10A,tobacco
TNFRSF1A,tobacco
TNFSF13B,tobacco
TNFSF15,tobacco
TNK2,tobacco
TNMD,tobacco
TNNC1,tobacco
TNNI3,tobacco
TNNT2,tobacco
TNP1,tobacco
TNXB,tobacco
TOLLIP,tobacco
TOMM40,tobacco
TOP3B,tobacco
TOR1A,tobacco
TP53,tobacco
TPCN1,tobacco
TPCN2,tobacco
TPD52,tobacco
TPH1,tobacco
TPH2,tobacco
TPM1,tobacco
TPMT,tobacco
TPO,tobacco
TPP1,tobacco
TPRN,tobacco
TRA,tobacco
TRAC,tobacco
TRAF1,tobacco
TRAF3IP2,tobacco
TRAF3IP2-AS1,tobacco
TRAF6,tobacco
TRANK1,tobacco
TREM1,tobacco
TREM2,tobacco
TRIB2,tobacco
TRIM2,tobacco
TRIM29,tobacco
TRIM5,tobacco
TRIOBP,tobacco
TRIP13,tobacco
TRPA1,tobacco
TRPC6,tobacco
TRPM4,tobacco
TRPM5,tobacco
TRPM6,tobacco
TRPM8,tobacco
TRPV1,tobacco
TRPV3,tobacco
TRPV4,tobacco
TSC1,tobacco
TSC2,tobacco
TSC22D1,tobacco
TSHR,tobacco
TSLP,tobacco
TSNAX,tobacco
TSPEAR,tobacco
TSPY23P,tobacco
TTC12,tobacco
TTC14,tobacco
TTC21A,tobacco
TTC26,tobacco
TTC29,tobacco
TTC6,tobacco
TTN,tobacco
TTR,tobacco
TTTY10,tobacco
TTTY11,tobacco
TTTY14,tobacco
TTTY15,tobacco
TTTY16,tobacco
TTYH1,tobacco
TUB,tobacco
TUBB8,tobacco
TUSC2P1,tobacco
TXLNG2P,tobacco
TXLNGY,tobacco
TXNRD1,tobacco
TXNRD2,tobacco
TYK2,tobacco
TYMS,tobacco
TYR,tobacco
TYRO3,tobacco
TYRP1,tobacco
UBA5,tobacco
UBE2D3,tobacco
UBE2V1P3,tobacco
UBQLN2,tobacco
UCP1,tobacco
UGGT2,tobacco
UGT1A1,tobacco
UGT1A10,tobacco
UGT1A3,tobacco
UGT1A4,tobacco
UGT1A5,tobacco
UGT1A6,tobacco
UGT1A7,tobacco
UGT1A8,tobacco
UGT1A9,tobacco
UGT2B15,tobacco
UGT2B17,tobacco
UGT2B7,tobacco
UGT8,tobacco
UNC13C,tobacco
UNC13D,tobacco
UQCC,tobacco
UROD,tobacco
UROS,tobacco
USH1C,tobacco
USH1G,tobacco
USH2A,tobacco
USP9Y,tobacco
UTY,tobacco
VAMP8,tobacco
VARS,tobacco
VCAN,tobacco
VCL,tobacco
VCP,tobacco
VDR,tobacco
VEGFA,tobacco
VEGFB,tobacco
VEGFC,tobacco
VEZT,tobacco
VHL,tobacco
VKORC1,tobacco
VLDLR,tobacco
VPS35,tobacco
VPS41,tobacco
VPS53,tobacco
VSX1,tobacco
VWF,tobacco
WDFY3,tobacco
WDPCP,tobacco
WDR36,tobacco
WDR45,tobacco
WDR62,tobacco
WDR66,tobacco
WFS1,tobacco
WISP3,tobacco
WNT2,tobacco
WNT4,tobacco
WRN,tobacco
WT1,tobacco
WWC1,tobacco
WWOX,tobacco
WWTR1,tobacco
XAB2,tobacco
XIAP,tobacco
XPC,tobacco
XPNPEP2,tobacco
XRCC1,tobacco
XRCC2,tobacco
YAP1,tobacco
YARS2,tobacco
YDJC,tobacco
ZBED9,tobacco
ZBTB40,tobacco
ZBTB7A,tobacco
ZBTB7B,tobacco
ZDHHC9,tobacco
ZEB1,tobacco
ZEB2,tobacco
ZFHX2,tobacco
ZFPM1,tobacco
ZFPM2,tobacco
ZFY,tobacco
ZFYVE26,tobacco
ZKSCAN3,tobacco
ZMAT4,tobacco
ZNF285B,tobacco
ZNF295-AS1,tobacco
ZNF365,tobacco
ZNF644,tobacco
ZNF80,tobacco
ZNF804A,tobacco
ZNRF3,tobacco
ZSCAN25,tobacco
ZSCAN31,tobacco
ZSWIM6,tobacco
A4GALT,cigarette
AANAT,cigarette
AARS,cigarette
AARS2,cigarette
ABCA1,cigarette
ABCA12,cigarette
ABCA3,cigarette
ABCA4,cigarette
ABCA7,cigarette
ABCB1,cigarette
ABCB4,cigarette
ABCB6,cigarette
ABCC11,cigarette
ABCC2,cigarette
ABCC4,cigarette
ABCC6,cigarette
ABCC8,cigarette
ABCC9,cigarette
ABCD1,cigarette
ABCG2,cigarette
ABCG8,cigarette
ABL1,cigarette
ABO,cigarette
ABP1,cigarette
ACADM,cigarette
ACADVL,cigarette
ACAT1,cigarette
ACE,cigarette
ACKR1,cigarette
ACSF3,cigarette
ACTA1,cigarette
ACTA2,cigarette
ACTC1,cigarette
ACTG1,cigarette
ACTN1,cigarette
ACTN3,cigarette
ACTN4,cigarette
ACVR1,cigarette
ACVR1B,cigarette
ACVRL1,cigarette
ADA,cigarette
ADAD1,cigarette
ADAM10,cigarette
ADAM19,cigarette
ADAM33,cigarette
ADAMTS1,cigarette
ADAMTS12,cigarette
ADAMTS13,cigarette
ADAMTS2,cigarette
ADAMTSL3,cigarette
ADAMTSL4,cigarette
ADC,cigarette
ADCK4,cigarette
ADCY2,cigarette
ADCY3,cigarette
ADCY5,cigarette
ADH1B,cigarette
ADH1C,cigarette
ADH4,cigarette
ADIPOQ,cigarette
ADIPOR2,cigarette
ADK,cigarette
ADORA2A,cigarette
ADRA1A,cigarette
ADRA1B,cigarette
ADRA1D,cigarette
ADRA2A,cigarette
ADRA2B,cigarette
ADRA2C,cigarette
ADRB1,cigarette
ADRB2,cigarette
ADRB3,cigarette
AFF3,cigarette
AFG3L2,cigarette
AGAP2,cigarette
AGBL1,cigarette
AGPS,cigarette
AGT,cigarette
AGTR1,cigarette
AGXT,cigarette
AHCY,cigarette
AHSG,cigarette
AIP,cigarette
AIPL1,cigarette
AJAP1,cigarette
AJUBA,cigarette
AK7,cigarette
AKAP4,cigarette
AKR1D1,cigarette
AKT1,cigarette
ALAD,cigarette
ALB,cigarette
